Angle,Time
-1.0,0.0
-1.0,0.005
-1.0,0.01
-0.9998324189699328,0.015
-0.9996424750046843,0.02
-0.9994245773704592,0.025
-0.9991732193743469,0.030000000000000002
-0.9988828439102003,0.035
-0.9985479042132187,0.04
-0.9981628658529769,0.045
-0.997722208930741,0.049999999999999996
-0.9972199647760587,0.05499999999999999
-0.99664987489743,0.05999999999999999
-0.9960057044995949,0.06499999999999999
-0.9952812460062904,0.06999999999999999
-0.99447032272575,0.075
-0.993566792365828,0.08
-0.9925645506917319,0.085
-0.991457535323375,0.09000000000000001
-0.9902397296696281,0.09500000000000001
-0.988903733655746,0.10000000000000002
-0.987441851382504,0.10500000000000002
-0.9858464557222408,0.11000000000000003
-0.9841099969867593,0.11500000000000003
-0.9822250101856781,0.12000000000000004
-0.9801841218386389,0.12500000000000003
-0.9779800569729329,0.13000000000000003
-0.9756056463007462,0.13500000000000004
-0.9730538335684159,0.14000000000000004
-0.970317683068309,0.14500000000000005
-0.9673903873034483,0.15000000000000005
-0.964265274794518,0.15500000000000005
-0.9609358180183966,0.16000000000000006
-0.957395641466878,0.16500000000000006
-0.953638529813757,0.17000000000000007
-0.9496584361779769,0.17500000000000007
-0.9454494904700586,0.18000000000000008
-0.9410060078085617,0.18500000000000008
-0.9363224969928646,0.19000000000000009
-0.9313936690180943,0.1950000000000001
-0.9262149037307504,0.2000000000000001
-0.9207819053879448,0.2050000000000001
-0.9150905950531408,0.2100000000000001
-0.9091371163948555,0.2150000000000001
-0.9029178427560952,0.2200000000000001
-0.8964293846332021,0.22500000000000012
-0.889668597088582,0.23000000000000012
-0.8826325870774628,0.23500000000000013
-0.8753187206716957,0.24000000000000013
-0.8677246301653596,0.24500000000000013
-0.8598482210467496,0.2500000000000001
-0.8516907445319205,0.2550000000000001
-0.8432544023558775,0.2600000000000001
-0.8345415710912161,0.2650000000000001
-0.8255547867734196,0.27000000000000013
-0.8162967411882323,0.27500000000000013
-0.8067702820142365,0.28000000000000014
-0.7969784129359678,0.28500000000000014
-0.7869309632611581,0.29000000000000015
-0.7766420210887292,0.29500000000000015
-0.7661253913864448,0.30000000000000016
-0.7553966072477692,0.30500000000000016
-0.744470759543364,0.31000000000000016
-0.733362491735761,0.31500000000000017
-0.7220859870555455,0.3200000000000002
-0.7106549663805041,0.3250000000000002
-0.6990826868392733,0.3300000000000002
-0.6873819411234867,0.3350000000000002
-0.6755650574239871,0.3400000000000002
-0.6636427424036223,0.3450000000000002
-0.6516207840276035,0.3500000000000002
-0.6395047982553163,0.3550000000000002
-0.627300232168978,0.3600000000000002
-0.6150123756119723,0.3650000000000002
-0.6026463603015368,0.3700000000000002
-0.5902056860639626,0.3750000000000002
-0.5776937798699332,0.3800000000000002
-0.5651139952865183,0.38500000000000023
-0.5524696154165174,0.39000000000000024
-0.5397638523088081,0.39500000000000024
-0.5269998464076054,0.40000000000000024
-0.5141798985421799,0.40500000000000025
-0.5013062923679702,0.41000000000000025
-0.48838129401061026,0.41500000000000026
-0.47540715341747675,0.42000000000000026
-0.46238610400289515,0.42500000000000027
-0.4493203623025392,0.43000000000000027
-0.4362121276332961,0.4350000000000003
-0.42306358176210385,0.4400000000000003
-0.4098768885837206,0.4450000000000003
-0.3966541938073924,0.4500000000000003
-0.38339762465237565,0.4550000000000003
-0.37010928955226857,0.4600000000000003
-0.3567912778681036,0.4650000000000003
-0.3434456596101503,0.4700000000000003
-0.33007448516837634,0.4750000000000003
-0.31667978505151234,0.4800000000000003
-0.30326356963466344,0.4850000000000003
-0.2898278289154095,0.4900000000000003
-0.27637453227833303,0.49500000000000033
-0.26290562826791275,0.5000000000000003
-0.24942300209329302,0.5050000000000003
-0.2359285290800903,0.5100000000000003
-0.22242407445364332,0.5150000000000003
-0.20891149321255026,0.5200000000000004
-0.19539262990481143,0.5250000000000004
-0.18186931840793916,0.5300000000000004
-0.16834338171286706,0.5350000000000004
-0.15481663171185464,0.5400000000000004
-0.14129086899039173,0.5450000000000004
-0.12776788262310643,0.5500000000000004
-0.11424944997367902,0.5550000000000004
-0.10073733649876336,0.5600000000000004
-0.08723329555591618,0.5650000000000004
-0.07373906821553383,0.5700000000000004
-0.06025638307679512,0.5750000000000004
-0.046786956087607835,0.5800000000000004
-0.033332490368555644,0.5850000000000004
-0.01989467604084127,0.5900000000000004
-0.006475190058220731,0.5950000000000004
0.006924303957077337,0.6000000000000004
0.02030215577735169,0.6050000000000004
0.03365672880746977,0.6100000000000004
0.04698640023711348,0.6150000000000004
0.06028956118926207,0.6200000000000004
0.07356461686459051,0.6250000000000004
0.08680998668194176,0.6300000000000004
0.10002410441488457,0.6350000000000005
0.11320541832436967,0.6400000000000005
0.12635239128749792,0.6450000000000005
0.13946350092241463,0.6500000000000005
0.15253723970934516,0.6550000000000005
0.16557211510778752,0.6600000000000005
0.17856664966987854,0.6650000000000005
0.19151938114995087,0.6700000000000005
0.20442886261029874,0.6750000000000005
0.21729366252317123,0.6800000000000005
0.23011236486901224,0.6850000000000005
0.24288356923096743,0.6900000000000005
0.2556058908856786,0.6950000000000005
0.2682779608903869,0.7000000000000005
0.28089842640969365,0.7050000000000005
0.29346595056590513,0.7100000000000005
0.30597921251507526,0.7150000000000005
0.3184369075190033,0.7200000000000005
0.3308377470140448,0.7250000000000005
0.3431804586763691,0.7300000000000005
0.355463786483689,0.7350000000000005
0.3676864907734881,0.7400000000000005
0.3798473482977726,0.7450000000000006
0.3919451522743744,0.7500000000000006
0.4039787124348328,0.7550000000000006
0.41594685506888357,0.7600000000000006
